Product Name,New Price,Old Price
BUTTON DOWN OXFORD SHIRT,"PKR 2,729","PKR 3,899"
BUTTON DOWN OXFORD SHIRT,"PKR 2,729","PKR 3,899"
MEN BELT,"PKR 2,099","PKR 2,999"
MEN BELT,"PKR 2,099","PKR 2,999"
MEN BELT,"PKR 2,099","PKR 2,999"
MEN BELT,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
CARD HOLDER,"PKR 1,749","PKR 2,499"
CARD HOLDER,"PKR 1,749","PKR 2,499"
CARD HOLDER,"PKR 1,749","PKR 2,499"
CARD HOLDER,"PKR 1,749","PKR 2,499"
CARD HOLDER,"PKR 1,749","PKR 2,499"
CARD HOLDER,"PKR 1,749","PKR 2,499"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 2,099","PKR 2,999"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
BRAZZA WALLET,"PKR 2,239","PKR 3,199"
BRAZZA WALLET,"PKR 2,239","PKR 3,199"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
WALLET,"PKR 1,749","PKR 2,499"
MEN BELT,"PKR 2,099","PKR 2,999"
MEN BELT,"PKR 2,099","PKR 2,999"
NEWYORK SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
OCEAN LOW SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
SIGNATURE LOW SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
RISE SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
MILAN SLEEK SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
MILLIONAIRES SUNGLASSES,"PKR 3,429","PKR 4,899"
CLASH SQUARE LARGE SUNGLASSES,"PKR 3,429","PKR 4,899"
LEGACY SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
VENICE SQUARE SUNGLASSES,"PKR 3,429","PKR 4,899"
SLEEK SQUARE LARGE SUNGLASSES,"PKR 3,429","PKR 4,899"
KANGAROO POCKET HOODIE,"PKR 3,499","PKR 4,999"
TEXTURED WOOL BLEND COAT,"PKR 8,399","PKR 11,999"
PUFFER GILET,"PKR 5,949","PKR 8,499"
PUFFER GILET,"PKR 5,949","PKR 8,499"
PUFFER GILET,"PKR 5,949","PKR 8,499"
BOMBER JACKET,"PKR 6,999","PKR 9,999"
BOMBER JACKET,"PKR 6,999","PKR 9,999"
COLOR BLOCKING SLEEVE SWEATER,"PKR 2,749","PKR 5,499"
COLOR BLOCKING SLEEVE SWEATER,"PKR 2,749","PKR 5,499"
CREW NECK SWEATER,"PKR 2,749","PKR 5,499"
ZIPPER HOODIE WITH CHEST POCKET,"PKR 3,709","PKR 5,299"
ZIPPER HOODIE WITH CHEST POCKET,"PKR 3,709","PKR 5,299"
KANGAROO POCKET HOODIE,"PKR 3,709","PKR 5,299"
KANGAROO POCKET HOODIE,"PKR 3,709","PKR 5,299"
KNIT JOGGER,"PKR 3,009","PKR 4,299"
KNIT JOGGER,"PKR 3,009","PKR 4,299"
BAND COLLAR POLYESTER JACKET,"PKR 6,999","PKR 9,999"
BAND COLLAR POLYESTER JACKET,"PKR 6,999","PKR 9,999"
COLOR BLOCKING SWEATER,"PKR 2,749","PKR 5,499"
COLOR BLOCKING SWEATER,"PKR 2,749","PKR 5,499"
KNIT SHORT,"PKR 2,309","PKR 3,299"
KNIT SHORT,"PKR 2,309","PKR 3,299"
SLIM FIT CARGO TROUSER,"PKR 3,149","PKR 4,499"
STRETCH SLIM FIT DENIM,"PKR 3,499","PKR 4,999"
ORIGINAL STRAIGHT FIT DENIM,"PKR 3,499","PKR 4,999"
CARPENTER FIT CARGO DENIM,"PKR 3,709","PKR 5,299"
BUTTON DOWN CHECK SHIRT,"PKR 2,729","PKR 3,899"
BUTTON DOWN CHECK SHIRT,"PKR 2,729","PKR 3,899"
KNIT SHORT,"PKR 2,309","PKR 3,299"
KNIT SHORT,"PKR 2,309","PKR 3,299"
LINEN BLAZER,"PKR 10,499","PKR 14,999"
BUTTON DOWN SHIRT,"PKR 2,659","PKR 3,799"
BUTTON DOWN SHIRT,"PKR 2,659","PKR 3,799"
RESORT COLLAR SHIRT,"PKR 2,589","PKR 3,699"
RESORT COLLAR SHIRT,"PKR 2,589","PKR 3,699"
GRAPHIC TEE,"PKR 1,749","PKR 2,499"
GRAPHIC TEE,"PKR 1,749","PKR 2,499"
CALIFORNIA TEE,"PKR 1,609","PKR 2,299"
CALIFORNIA TEE,"PKR 1,609","PKR 2,299"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
CREW NECK TEE,"PKR 1,749","PKR 2,499"
CREW NECK TEE,"PKR 1,749","PKR 2,499"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
BAGGY FIT TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT TEE,"PKR 1,749","PKR 2,499"
GRAPHIC TEE,"PKR 1,749","PKR 2,499"
GRAPHIC TEE,"PKR 1,749","PKR 2,499"
TEXTURED POLO,"PKR 2,449","PKR 3,499"
TEXTURED POLO,"PKR 2,449","PKR 3,499"
MANDARIN COLLAR BUTTON DOWN POLO,"PKR 2,449","PKR 3,499"
MANDARIN COLLAR BUTTON DOWN POLO,"PKR 2,449","PKR 3,499"
RESORT COLLAR PRINTED BAGGY FIT POLO,"PKR 2,449","PKR 3,499"
RESORT COLLAR PRINTED BAGGY FIT POLO,"PKR 2,449","PKR 3,499"
RESORT COLLAR TEXTURED POLO,"PKR 2,449","PKR 3,499"
RESORT COLLAR TEXTURED POLO,"PKR 2,449","PKR 3,499"
RESORT COLLAR BUTTON DOWN BOX FIT POLO,"PKR 2,449","PKR 3,499"
RESORT COLLAR BUTTON DOWN BOX FIT POLO,"PKR 2,449","PKR 3,499"
BUTTON DOWN CHECK SHIRT,"PKR 2,729","PKR 3,899"
BUTTON DOWN CHECK SHIRT,"PKR 2,729","PKR 3,899"
BUTTON DOWN CHECK SHIRT,"PKR 2,729","PKR 3,899"
BUTTON DOWN CHECK SHIRT,"PKR 2,729","PKR 3,899"
BAGGY FIT EASY PANTS,"PKR 3,149","PKR 4,499"
BAGGY FIT EASY PANTS,"PKR 3,149","PKR 4,499"
BAGGY FIT EASY PANTS,"PKR 3,149","PKR 4,499"
BAGGY FIT EASY PANTS,"PKR 3,149","PKR 4,499"
BAGGY FIT CHECK SHIRT,"PKR 2,729","PKR 3,899"
BAGGY FIT CHECK SHIRT,"PKR 2,729","PKR 3,899"
RESORT COLLAR TEXTURED SHIRT,"PKR 2,589","PKR 3,699"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
CREW NECK TEE,"PKR 1,609","PKR 2,299"
V-NECK TEE,"PKR 1,609","PKR 2,299"
V-NECK TEE,"PKR 1,609","PKR 2,299"
V-NECK TEE,"PKR 1,609","PKR 2,299"
BAGGY FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BOX FIT TEXTURE TEE,"PKR 1,749","PKR 2,499"
BOX FIT TEXTURE TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
KNITTED POLO,"PKR 3,709","PKR 5,299"
KNITTED POLO,"PKR 3,709","PKR 5,299"
SUPER SOFT BAGGY FIT POLO,"PKR 2,449","PKR 3,499"
SUPER SOFT BAGGY FIT POLO,"PKR 2,449","PKR 3,499"
TEXTURED POLO,"PKR 2,449","PKR 3,499"
TEXTURED POLO,"PKR 2,449","PKR 3,499"
KNITTED POLO,"PKR 3,709","PKR 5,299"
BUTTON DOWN CHECK SHIRT,"PKR 2,659","PKR 3,799"
BUTTON DOWN CHECK SHIRT,"PKR 2,659","PKR 3,799"
BUTTON DOWN OXFORD SHIRT,"PKR 2,659","PKR 3,799"
BUTTON DOWN OXFORD SHIRT,"PKR 2,659","PKR 3,799"
BUTTON DOWN CHECK SHIRT,"PKR 2,659","PKR 3,799"
SWEATSHIRT,"PKR 2,099","PKR 2,999"
SWEATSHIRT,"PKR 2,099","PKR 2,999"
LOOSE CROPPED FIT EASY PANTS,"PKR 3,499","PKR 4,999"
LOOSE CROPPED FIT EASY PANTS,"PKR 3,499","PKR 4,999"
LOOSE CROPPED FIT CHINO,"PKR 3,289","PKR 4,699"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
BAGGY FIT CARGO TROUSER,"PKR 3,709","PKR 5,299"
STRETCH SLIM FIT DENIM,"PKR 3,499","PKR 4,999"
STRETCH TAPERED FIT DENIM,"PKR 3,499","PKR 4,999"
ORIGINAL STRAIGHT FIT DENIM,"PKR 3,499","PKR 4,999"
STRETCH SLIM FIT DENIM,"PKR 3,149","PKR 4,499"
STRETCH TAPERED FIT DENIM,"PKR 3,149","PKR 4,499"
ORIGINAL STRAIGHT FIT DENIM,"PKR 3,149","PKR 4,499"
SLIM RELAXED FIT DENIM,"PKR 3,149","PKR 4,499"
STRETCH SLIM FIT DENIM,"PKR 3,149","PKR 4,499"
ORIGINAL STRAIGHT FIT JEANS,"PKR 2,249","PKR 4,499"
STRETCH SKINNY FIT DENIM,"PKR 3,149","PKR 4,499"
CARPENTER FIT DENIM,"PKR 2,249","PKR 4,499"
BAGGY FIT TEXTURED EASY PANTS,"PKR 2,449","PKR 3,499"
BAGGY FIT TEXTURED EASY PANTS,"PKR 2,449","PKR 3,499"
BOX FIT TEXTURED TEE,"PKR 2,309","PKR 3,299"
BOX FIT TEXTURED TEE,"PKR 2,309","PKR 3,299"
GRAPHIC TEE,"PKR 1,749","PKR 2,499"
GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BOX FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BOX FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT GRAPHIC TEE,"PKR 1,749","PKR 2,499"
PRINTED HENLEY,"PKR 1,609","PKR 2,299"
TEXTURED RAGLAN TEE,"PKR 1,609","PKR 2,299"
BAGGY FIT TERRY TEE,"PKR 1,749","PKR 2,499"
BAGGY FIT TERRY TEE,"PKR 1,749","PKR 2,499"
BUTTON DOWN OXFORD SHIRT,"PKR 2,659","PKR 3,799"
BUTTON DOWN OXFORD SHIRT,"PKR 2,659","PKR 3,799"
CHELSEA BOOTS,"PKR 4,249","PKR 8,499"
CHELSEA BOOTS,"PKR 4,999","PKR 9,999"
WOOL BLEND CHECK COAT,"PKR 9,999","PKR 19,999"
WOOL BLEND COAT,"PKR 9,999","PKR 19,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
CHELSEA BOOT,"PKR 6,499","PKR 12,999"
PUFFER HOODED JACKET,"PKR 7,499","PKR 14,999"
PUFFER HOODED JACKET,"PKR 7,499","PKR 14,999"
PUFFER GILET WITH HOOD,"PKR 6,499","PKR 12,999"
PUFFER GILET WITH HOOD,"PKR 6,499","PKR 12,999"
SUEDE LACE-UP BOOTS,"PKR 4,249","PKR 8,499"
LEATHER CHELSEA BOOTS,"PKR 7,499","PKR 14,999"
LEATHER CHELSEA BOOTS,"PKR 7,499","PKR 14,999"
PUFFER JACKET WITH HOOD,"PKR 7,499","PKR 14,999"
PUFFER JACKET WITH HOOD,"PKR 7,499","PKR 14,999"
CREW NECK SWEATER,"PKR 2,749","PKR 5,499"
CREW NECK SWEATER,"PKR 2,749","PKR 5,499"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
PUFFER JACKET,"PKR 4,999","PKR 9,999"
PUFFER JACKET,"PKR 4,999","PKR 9,999"
HOODED PUFFER JACKET,"PKR 7,499","PKR 14,999"
HOODED PUFFER JACKET,"PKR 7,499","PKR 14,999"
CREW NECK SWEATER,"PKR 2,749","PKR 5,499"
CREW NECK SWEATER,"PKR 2,749","PKR 5,499"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER JACKET,"PKR 7,499","PKR 14,999"
POLYESTER HOODIE JACKET,"PKR 7,499","PKR 14,999"
POLYESTER HOODIE JACKET,"PKR 7,499","PKR 14,999"
TEXTURED SWEATER,"PKR 2,499","PKR 4,999"
TEXTURED SWEATER,"PKR 2,499","PKR 4,999"
ROUND NECK TWO TONE SWEATER,"PKR 2,999","PKR 5,999"
ROUND NECK TWO TONE SWEATER,"PKR 2,999","PKR 5,999"
CASHMERE FEEL HIGH NECK SWEATER,"PKR 2,749","PKR 5,499"
CASHMERE FEEL HIGH NECK SWEATER,"PKR 2,749","PKR 5,499"
CASHMERE FEEL HIGH NECK SWEATER,"PKR 2,749","PKR 5,499"
TURTLE NECK SWEATER,"PKR 2,749","PKR 5,499"
LONG SOCKS (PACK OF 2),PKR 399,PKR 799
SEMI LONG SOCKS (PACK OF 2),PKR 399,PKR 799
SEMI LONG SOCKS (PACK OF 2),PKR 399,PKR 799
SEMI LONG SOCKS (PACK OF 2),PKR 399,PKR 799
SANDALS,"PKR 2,699","PKR 5,399"
CONTRAST TRAINERS,"PKR 4,999","PKR 9,999"
SANDALS,"PKR 2,699","PKR 5,399"
SNEAKERS,"PKR 2,749","PKR 5,499"
SANDAL,"PKR 2,699","PKR 5,399"
CONTRAST POLYESTER PADDING JACKET,"PKR 5,499","PKR 10,999"
